"Step","default vector 32c4 beta 0.9999 - train/lm_loss","default vector 32c4 beta 0.9999 - train/lm_loss__MIN","default vector 32c4 beta 0.9999 - train/lm_loss__MAX","default vector 32c1 beta 0.65 - train/lm_loss","default vector 32c1 beta 0.65 - train/lm_loss__MIN","default vector 32c1 beta 0.65 - train/lm_loss__MAX","default vector 32c2 beta 0.95 - train/lm_loss","default vector 32c2 beta 0.95 - train/lm_loss__MIN","default vector 32c2 beta 0.95 - train/lm_loss__MAX","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss__MIN","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss__MAX","baseline 32c4 - train/lm_loss","baseline 32c4 - train/lm_loss__MIN","baseline 32c4 - train/lm_loss__MAX","baseline 32c1 - train/lm_loss","baseline 32c1 - train/lm_loss__MIN","baseline 32c1 - train/lm_loss__MAX","baseline 8c2 - train/lm_loss","baseline 8c2 - train/lm_loss__MIN","baseline 8c2 - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX","baseline 32c2 - train/lm_loss","baseline 32c2 - train/lm_loss__MIN","baseline 32c2 - train/lm_loss__MAX"
"1346","3.5","3.5","3.5","3.59375","3.59375","3.59375","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1347","3.5","3.5","3.5","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1348","3.5","3.5","3.5","3.578125","3.578125","3.578125","3.5","3.5","3.5","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875","3.5","3.5","3.5","3.515625","3.515625","3.515625","3.5","3.5","3.5"
"1349","3.46875","3.46875","3.46875","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1350","3.5","3.5","3.5","3.578125","3.578125","3.578125","3.515625","3.515625","3.515625","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.515625","3.515625","3.515625"
"1351","3.5","3.5","3.5","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.5","3.5","3.5"
"1352","3.5","3.5","3.5","3.59375","3.59375","3.59375","3.515625","3.515625","3.515625","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.546875","3.546875","3.546875","3.5625","3.5625","3.5625","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.515625","3.515625","3.515625"
"1353","3.5","3.5","3.5","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1354","3.46875","3.46875","3.46875","3.578125","3.578125","3.578125","3.5","3.5","3.5","3.5","3.5","3.5","3.453125","3.453125","3.453125","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1355","3.46875","3.46875","3.46875","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1356","3.46875","3.46875","3.46875","3.578125","3.578125","3.578125","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.546875","3.546875","3.546875","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1357","3.484375","3.484375","3.484375","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.515625","3.515625","3.515625"
"1358","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1359","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.453125","3.453125","3.453125","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1360","3.484375","3.484375","3.484375","3.59375","3.59375","3.59375","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.5625","3.5625","3.5625","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1361","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.453125","3.453125","3.453125","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1362","3.5","3.5","3.5","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.515625","3.515625","3.515625"
"1363","3.484375","3.484375","3.484375","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.5625","3.5625","3.5625","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625"
"1364","3.484375","3.484375","3.484375","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1365","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1366","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1367","3.46875","3.46875","3.46875","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1368","3.484375","3.484375","3.484375","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125","3.484375","3.484375","3.484375","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625"
"1369","3.484375","3.484375","3.484375","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625"
"1370","3.46875","3.46875","3.46875","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1371","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.453125","3.453125","3.453125","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1372","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.484375","3.484375","3.484375","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1373","3.46875","3.46875","3.46875","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.515625","3.515625","3.515625","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1374","3.484375","3.484375","3.484375","3.59375","3.59375","3.59375","3.5","3.5","3.5","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.515625","3.515625","3.515625"
"1375","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.484375","3.484375","3.484375","3.484375","3.484375","3.484375","3.453125","3.453125","3.453125","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.453125","3.453125","3.453125","3.5","3.5","3.5","3.5","3.5","3.5"
"1376","3.484375","3.484375","3.484375","3.578125","3.578125","3.578125","3.515625","3.515625","3.515625","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.546875","3.546875","3.546875","3.546875","3.546875","3.546875","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.515625","3.515625","3.515625"
"1377","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.484375","3.484375","3.484375","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1378","3.5","3.5","3.5","3.5625","3.5625","3.5625","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1379","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.484375","3.484375","3.484375","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.484375","3.484375","3.484375"
"1380","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1381","3.484375","3.484375","3.484375","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1382","3.46875","3.46875","3.46875","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1383","3.4375","3.4375","3.4375","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.4375","3.4375","3.4375","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1384","3.5","3.5","3.5","3.578125","3.578125","3.578125","3.515625","3.515625","3.515625","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.546875","3.546875","3.546875","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625"
"1385","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1386","3.5","3.5","3.5","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875","3.5","3.5","3.5","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625"
"1387","3.46875","3.46875","3.46875","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.5","3.5","3.5"
"1388","3.484375","3.484375","3.484375","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625"
"1389","3.46875","3.46875","3.46875","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1390","3.46875","3.46875","3.46875","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1391","3.484375","3.484375","3.484375","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.484375","3.484375","3.484375","3.515625","3.515625","3.515625","3.5","3.5","3.5"
"1392","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.453125","3.453125","3.453125","3.5","3.5","3.5","3.515625","3.515625","3.515625","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1393","3.46875","3.46875","3.46875","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1394","3.4375","3.4375","3.4375","3.53125","3.53125","3.53125","3.453125","3.453125","3.453125","3.453125","3.453125","3.453125","3.4375","3.4375","3.4375","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1395","3.4375","3.4375","3.4375","3.515625","3.515625","3.515625","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.4375","3.4375","3.4375","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.4375","3.4375","3.4375","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875"
"1396","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1397","3.484375","3.484375","3.484375","3.546875","3.546875","3.546875","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.546875","3.546875","3.546875","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625"
"1398","3.46875","3.46875","3.46875","3.5625","3.5625","3.5625","3.484375","3.484375","3.484375","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.484375","3.484375","3.484375"
"1399","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1400","3.453125","3.453125","3.453125","3.546875","3.546875","3.546875","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.4375","3.4375","3.4375","3.5","3.5","3.5","3.515625","3.515625","3.515625","3.453125","3.453125","3.453125","3.5","3.5","3.5","3.5","3.5","3.5"
"1401","3.5","3.5","3.5","3.578125","3.578125","3.578125","3.515625","3.515625","3.515625","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1402","3.453125","3.453125","3.453125","3.53125","3.53125","3.53125","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.4375","3.4375","3.4375","3.5","3.5","3.5","3.5","3.5","3.5","3.4375","3.4375","3.4375","3.484375","3.484375","3.484375","3.484375","3.484375","3.484375"
"1403","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1404","3.4375","3.4375","3.4375","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.4375","3.4375","3.4375","3.484375","3.484375","3.484375","3.5","3.5","3.5","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1405","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.5","3.5","3.5","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1406","3.46875","3.46875","3.46875","3.5625","3.5625","3.5625","3.484375","3.484375","3.484375","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.515625","3.515625","3.515625","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1407","3.46875","3.46875","3.46875","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625"
"1408","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1409","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.4375","3.4375","3.4375","3.5","3.5","3.5","3.515625","3.515625","3.515625","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375","3.484375","3.484375","3.484375"
"1410","3.453125","3.453125","3.453125","3.53125","3.53125","3.53125","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.4375","3.4375","3.4375","3.5","3.5","3.5","3.515625","3.515625","3.515625","3.4375","3.4375","3.4375","3.484375","3.484375","3.484375","3.484375","3.484375","3.484375"
"1411","3.453125","3.453125","3.453125","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.4375","3.4375","3.4375","3.5","3.5","3.5","3.515625","3.515625","3.515625","3.4375","3.4375","3.4375","3.5","3.5","3.5","3.5","3.5","3.5"
"1412","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.4375","3.4375","3.4375","3.5","3.5","3.5","3.5","3.5","3.5","3.453125","3.453125","3.453125","3.5","3.5","3.5","3.5","3.5","3.5"
"1413","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.484375","3.484375","3.484375","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1414","3.4375","3.4375","3.4375","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875","3.4375","3.4375","3.4375","3.5","3.5","3.5","3.5","3.5","3.5","3.4375","3.4375","3.4375","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875"
"1415","3.46875","3.46875","3.46875","3.546875","3.546875","3.546875","3.5","3.5","3.5","3.5","3.5","3.5","3.46875","3.46875","3.46875","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.46875","3.46875","3.46875","3.5","3.5","3.5","3.5","3.5","3.5"
"1416","3.5","3.5","3.5","3.5625","3.5625","3.5625","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125","3.5","3.5","3.5","3.53125","3.53125","3.53125","3.515625","3.515625","3.515625"
"1417","3.453125","3.453125","3.453125","3.53125","3.53125","3.53125","3.484375","3.484375","3.484375","3.46875","3.46875","3.46875","3.453125","3.453125","3.453125","3.5","3.5","3.5","3.5","3.5","3.5","3.453125","3.453125","3.453125","3.5","3.5","3.5","3.484375","3.484375","3.484375"
