"Step","default vector 8c1 ema 9e-4 - train/lm_loss","default vector 8c1 ema 9e-4 - train/lm_loss__MIN","default vector 8c1 ema 9e-4 - train/lm_loss__MAX","default vector 8c1 ema 7e-4 - train/lm_loss","default vector 8c1 ema 7e-4 - train/lm_loss__MIN","default vector 8c1 ema 7e-4 - train/lm_loss__MAX","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss__MIN","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss__MAX","baseline 8c1 9e-4 - train/lm_loss","baseline 8c1 9e-4 - train/lm_loss__MIN","baseline 8c1 9e-4 - train/lm_loss__MAX","baseline 8c1 7e-4 - train/lm_loss","baseline 8c1 7e-4 - train/lm_loss__MIN","baseline 8c1 7e-4 - train/lm_loss__MAX","baseline 8c1 5e-4 - train/lm_loss","baseline 8c1 5e-4 - train/lm_loss__MIN","baseline 8c1 5e-4 - train/lm_loss__MAX","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX"
"100","7.0625","7.0625","7.0625","6.8125","6.8125","6.8125","6.75","6.75","6.75","7.875","7.875","7.875","7","7","7","6.96875","6.96875","6.96875","6.53125","6.53125","6.53125","6.46875","6.46875","6.46875"
"101","7.0625","7.0625","7.0625","6.8125","6.8125","6.8125","6.71875","6.71875","6.71875","7.875","7.875","7.875","7","7","7","7","7","7","6.5","6.5","6.5","6.46875","6.46875","6.46875"
"102","7.0625","7.0625","7.0625","6.8125","6.8125","6.8125","6.65625","6.65625","6.65625","7.875","7.875","7.875","7","7","7","6.96875","6.96875","6.96875","6.46875","6.46875","6.46875","6.46875","6.46875","6.46875"
"103","7","7","7","6.75","6.75","6.75","6.65625","6.65625","6.65625","8","8","8","7","7","7","7","7","7","6.5","6.5","6.5","6.4375","6.4375","6.4375"
"104","7","7","7","6.75","6.75","6.75","6.65625","6.65625","6.65625","7.875","7.875","7.875","6.96875","6.96875","6.96875","6.96875","6.96875","6.96875","6.46875","6.46875","6.46875","6.40625","6.40625","6.40625"
"105","7","7","7","6.8125","6.8125","6.8125","6.65625","6.65625","6.65625","7.875","7.875","7.875","6.9375","6.9375","6.9375","6.9375","6.9375","6.9375","6.4375","6.4375","6.4375","6.375","6.375","6.375"
"106","6.96875","6.96875","6.96875","6.75","6.75","6.75","6.65625","6.65625","6.65625","7.875","7.875","7.875","6.9375","6.9375","6.9375","6.90625","6.90625","6.90625","6.40625","6.40625","6.40625","6.34375","6.34375","6.34375"
"107","6.96875","6.96875","6.96875","6.8125","6.8125","6.8125","6.65625","6.65625","6.65625","7.875","7.875","7.875","6.9375","6.9375","6.9375","6.90625","6.90625","6.90625","6.40625","6.40625","6.40625","6.34375","6.34375","6.34375"
"108","6.96875","6.96875","6.96875","6.8125","6.8125","6.8125","6.65625","6.65625","6.65625","7.875","7.875","7.875","6.9375","6.9375","6.9375","6.9375","6.9375","6.9375","6.40625","6.40625","6.40625","6.40625","6.40625","6.40625"
"109","6.9375","6.9375","6.9375","6.75","6.75","6.75","6.65625","6.65625","6.65625","7.875","7.875","7.875","6.90625","6.90625","6.90625","6.875","6.875","6.875","6.40625","6.40625","6.40625","6.3125","6.3125","6.3125"
"110","6.9375","6.9375","6.9375","6.71875","6.71875","6.71875","6.59375","6.59375","6.59375","7.84375","7.84375","7.84375","6.90625","6.90625","6.90625","6.875","6.875","6.875","6.40625","6.40625","6.40625","6.34375","6.34375","6.34375"
"111","6.875","6.875","6.875","6.71875","6.71875","6.71875","6.59375","6.59375","6.59375","7.875","7.875","7.875","6.875","6.875","6.875","6.8125","6.8125","6.8125","6.34375","6.34375","6.34375","6.28125","6.28125","6.28125"
"112","6.875","6.875","6.875","6.6875","6.6875","6.6875","6.59375","6.59375","6.59375","7.875","7.875","7.875","6.875","6.875","6.875","6.8125","6.8125","6.8125","6.34375","6.34375","6.34375","6.25","6.25","6.25"
"113","6.875","6.875","6.875","6.6875","6.6875","6.6875","6.53125","6.53125","6.53125","7.8125","7.8125","7.8125","6.875","6.875","6.875","6.8125","6.8125","6.8125","6.3125","6.3125","6.3125","6.28125","6.28125","6.28125"
"114","6.875","6.875","6.875","6.65625","6.65625","6.65625","6.5625","6.5625","6.5625","7.875","7.875","7.875","6.875","6.875","6.875","6.75","6.75","6.75","6.3125","6.3125","6.3125","6.25","6.25","6.25"
"115","6.875","6.875","6.875","6.65625","6.65625","6.65625","6.53125","6.53125","6.53125","7.84375","7.84375","7.84375","6.90625","6.90625","6.90625","6.71875","6.71875","6.71875","6.3125","6.3125","6.3125","6.3125","6.3125","6.3125"
"116","6.84375","6.84375","6.84375","6.65625","6.65625","6.65625","6.53125","6.53125","6.53125","7.875","7.875","7.875","6.8125","6.8125","6.8125","6.71875","6.71875","6.71875","6.28125","6.28125","6.28125","6.25","6.25","6.25"
"117","6.8125","6.8125","6.8125","6.59375","6.59375","6.59375","6.53125","6.53125","6.53125","7.8125","7.8125","7.8125","6.8125","6.8125","6.8125","6.65625","6.65625","6.65625","6.28125","6.28125","6.28125","6.21875","6.21875","6.21875"
"118","6.875","6.875","6.875","6.625","6.625","6.625","6.53125","6.53125","6.53125","7.875","7.875","7.875","6.8125","6.8125","6.8125","6.71875","6.71875","6.71875","6.25","6.25","6.25","6.1875","6.1875","6.1875"
"119","6.84375","6.84375","6.84375","6.59375","6.59375","6.59375","6.53125","6.53125","6.53125","7.875","7.875","7.875","6.8125","6.8125","6.8125","6.65625","6.65625","6.65625","6.21875","6.21875","6.21875","6.1875","6.1875","6.1875"
"120","6.8125","6.8125","6.8125","6.59375","6.59375","6.59375","6.5","6.5","6.5","7.8125","7.8125","7.8125","6.8125","6.8125","6.8125","6.65625","6.65625","6.65625","6.25","6.25","6.25","6.1875","6.1875","6.1875"
"121","6.8125","6.8125","6.8125","6.59375","6.59375","6.59375","6.46875","6.46875","6.46875","7.8125","7.8125","7.8125","6.8125","6.8125","6.8125","6.65625","6.65625","6.65625","6.21875","6.21875","6.21875","6.125","6.125","6.125"
"122","6.75","6.75","6.75","6.59375","6.59375","6.59375","6.5","6.5","6.5","7.8125","7.8125","7.8125","6.75","6.75","6.75","6.625","6.625","6.625","6.1875","6.1875","6.1875","6.15625","6.15625","6.15625"
"123","6.75","6.75","6.75","6.53125","6.53125","6.53125","6.53125","6.53125","6.53125","7.75","7.75","7.75","6.75","6.75","6.75","6.625","6.625","6.625","6.1875","6.1875","6.1875","6.125","6.125","6.125"
"124","6.75","6.75","6.75","6.53125","6.53125","6.53125","6.46875","6.46875","6.46875","7.6875","7.6875","7.6875","6.6875","6.6875","6.6875","6.59375","6.59375","6.59375","6.1875","6.1875","6.1875","6.09375","6.09375","6.09375"
"125","6.71875","6.71875","6.71875","6.53125","6.53125","6.53125","6.46875","6.46875","6.46875","7.71875","7.71875","7.71875","6.71875","6.71875","6.71875","6.59375","6.59375","6.59375","6.1875","6.1875","6.1875","6.09375","6.09375","6.09375"
"126","6.71875","6.71875","6.71875","6.53125","6.53125","6.53125","6.46875","6.46875","6.46875","7.71875","7.71875","7.71875","6.71875","6.71875","6.71875","6.59375","6.59375","6.59375","6.125","6.125","6.125","6.0625","6.0625","6.0625"
"127","6.6875","6.6875","6.6875","6.53125","6.53125","6.53125","6.40625","6.40625","6.40625","7.65625","7.65625","7.65625","6.71875","6.71875","6.71875","6.59375","6.59375","6.59375","6.125","6.125","6.125","6.0625","6.0625","6.0625"
"128","6.65625","6.65625","6.65625","6.53125","6.53125","6.53125","6.40625","6.40625","6.40625","7.65625","7.65625","7.65625","6.65625","6.65625","6.65625","6.53125","6.53125","6.53125","6.09375","6.09375","6.09375","6.0625","6.0625","6.0625"
"129","6.65625","6.65625","6.65625","6.53125","6.53125","6.53125","6.375","6.375","6.375","7.59375","7.59375","7.59375","6.65625","6.65625","6.65625","6.53125","6.53125","6.53125","6.09375","6.09375","6.09375","6.09375","6.09375","6.09375"
"130","6.65625","6.65625","6.65625","6.5","6.5","6.5","6.40625","6.40625","6.40625","7.65625","7.65625","7.65625","6.65625","6.65625","6.65625","6.53125","6.53125","6.53125","6.0625","6.0625","6.0625","6.0625","6.0625","6.0625"
"131","6.65625","6.65625","6.65625","6.53125","6.53125","6.53125","6.375","6.375","6.375","7.65625","7.65625","7.65625","6.6875","6.6875","6.6875","6.53125","6.53125","6.53125","6.0625","6.0625","6.0625","6.0625","6.0625","6.0625"
"132","6.625","6.625","6.625","6.46875","6.46875","6.46875","6.34375","6.34375","6.34375","7.625","7.625","7.625","6.65625","6.65625","6.65625","6.5","6.5","6.5","6.0625","6.0625","6.0625","6","6","6"
"133","6.59375","6.59375","6.59375","6.46875","6.46875","6.46875","6.34375","6.34375","6.34375","7.59375","7.59375","7.59375","6.625","6.625","6.625","6.5","6.5","6.5","6.0625","6.0625","6.0625","6","6","6"
"134","6.625","6.625","6.625","6.46875","6.46875","6.46875","6.34375","6.34375","6.34375","7.59375","7.59375","7.59375","6.59375","6.59375","6.59375","6.46875","6.46875","6.46875","6.03125","6.03125","6.03125","6","6","6"
"135","6.65625","6.65625","6.65625","6.40625","6.40625","6.40625","6.3125","6.3125","6.3125","7.59375","7.59375","7.59375","6.59375","6.59375","6.59375","6.46875","6.46875","6.46875","6.03125","6.03125","6.03125","6","6","6"
"136","6.65625","6.65625","6.65625","6.46875","6.46875","6.46875","6.34375","6.34375","6.34375","7.5625","7.5625","7.5625","6.625","6.625","6.625","6.5","6.5","6.5","6.0625","6.0625","6.0625","6","6","6"
"137","6.59375","6.59375","6.59375","6.40625","6.40625","6.40625","6.28125","6.28125","6.28125","7.53125","7.53125","7.53125","6.5625","6.5625","6.5625","6.46875","6.46875","6.46875","6","6","6","5.96875","5.96875","5.96875"
"138","6.59375","6.59375","6.59375","6.40625","6.40625","6.40625","6.25","6.25","6.25","7.53125","7.53125","7.53125","6.5625","6.5625","6.5625","6.4375","6.4375","6.4375","6","6","6","5.9375","5.9375","5.9375"
"139","6.59375","6.59375","6.59375","6.40625","6.40625","6.40625","6.28125","6.28125","6.28125","7.53125","7.53125","7.53125","6.53125","6.53125","6.53125","6.40625","6.40625","6.40625","6","6","6","5.9375","5.9375","5.9375"
"140","6.59375","6.59375","6.59375","6.40625","6.40625","6.40625","6.28125","6.28125","6.28125","7.53125","7.53125","7.53125","6.53125","6.53125","6.53125","6.4375","6.4375","6.4375","5.96875","5.96875","5.96875","5.9375","5.9375","5.9375"
"141","6.5625","6.5625","6.5625","6.40625","6.40625","6.40625","6.25","6.25","6.25","7.46875","7.46875","7.46875","6.5","6.5","6.5","6.40625","6.40625","6.40625","5.96875","5.96875","5.96875","5.96875","5.96875","5.96875"
"142","6.53125","6.53125","6.53125","6.40625","6.40625","6.40625","6.21875","6.21875","6.21875","7.46875","7.46875","7.46875","6.46875","6.46875","6.46875","6.40625","6.40625","6.40625","5.9375","5.9375","5.9375","5.90625","5.90625","5.90625"
"143","6.53125","6.53125","6.53125","6.40625","6.40625","6.40625","6.25","6.25","6.25","7.46875","7.46875","7.46875","6.53125","6.53125","6.53125","6.40625","6.40625","6.40625","5.96875","5.96875","5.96875","5.9375","5.9375","5.9375"
"144","6.53125","6.53125","6.53125","6.40625","6.40625","6.40625","6.25","6.25","6.25","7.5","7.5","7.5","6.53125","6.53125","6.53125","6.40625","6.40625","6.40625","6","6","6","5.9375","5.9375","5.9375"
"145","6.53125","6.53125","6.53125","6.34375","6.34375","6.34375","6.25","6.25","6.25","7.53125","7.53125","7.53125","6.53125","6.53125","6.53125","6.40625","6.40625","6.40625","5.9375","5.9375","5.9375","5.875","5.875","5.875"
"146","6.53125","6.53125","6.53125","6.34375","6.34375","6.34375","6.25","6.25","6.25","7.59375","7.59375","7.59375","6.46875","6.46875","6.46875","6.375","6.375","6.375","5.9375","5.9375","5.9375","5.875","5.875","5.875"
"147","6.53125","6.53125","6.53125","6.34375","6.34375","6.34375","6.1875","6.1875","6.1875","7.5","7.5","7.5","6.46875","6.46875","6.46875","6.375","6.375","6.375","5.9375","5.9375","5.9375","5.875","5.875","5.875"
"148","6.53125","6.53125","6.53125","6.34375","6.34375","6.34375","6.1875","6.1875","6.1875","7.4375","7.4375","7.4375","6.46875","6.46875","6.46875","6.34375","6.34375","6.34375","5.9375","5.9375","5.9375","5.84375","5.84375","5.84375"
"149","6.53125","6.53125","6.53125","6.34375","6.34375","6.34375","6.1875","6.1875","6.1875","7.53125","7.53125","7.53125","6.46875","6.46875","6.46875","6.375","6.375","6.375","5.875","5.875","5.875","5.84375","5.84375","5.84375"
"150","6.5","6.5","6.5","6.25","6.25","6.25","6.125","6.125","6.125","7.40625","7.40625","7.40625","6.4375","6.4375","6.4375","6.3125","6.3125","6.3125","5.875","5.875","5.875","5.75","5.75","5.75"
"151","6.46875","6.46875","6.46875","6.3125","6.3125","6.3125","6.15625","6.15625","6.15625","7.40625","7.40625","7.40625","6.4375","6.4375","6.4375","6.34375","6.34375","6.34375","5.875","5.875","5.875","5.8125","5.8125","5.8125"
"152","6.5","6.5","6.5","6.28125","6.28125","6.28125","6.125","6.125","6.125","7.40625","7.40625","7.40625","6.40625","6.40625","6.40625","6.3125","6.3125","6.3125","5.875","5.875","5.875","5.8125","5.8125","5.8125"
"153","6.53125","6.53125","6.53125","6.25","6.25","6.25","6.125","6.125","6.125","7.4375","7.4375","7.4375","6.4375","6.4375","6.4375","6.3125","6.3125","6.3125","5.875","5.875","5.875","5.78125","5.78125","5.78125"
"154","6.4375","6.4375","6.4375","6.25","6.25","6.25","6.09375","6.09375","6.09375","7.375","7.375","7.375","6.40625","6.40625","6.40625","6.28125","6.28125","6.28125","5.8125","5.8125","5.8125","5.75","5.75","5.75"
"155","6.46875","6.46875","6.46875","6.28125","6.28125","6.28125","6.125","6.125","6.125","7.4375","7.4375","7.4375","6.40625","6.40625","6.40625","6.28125","6.28125","6.28125","5.84375","5.84375","5.84375","5.75","5.75","5.75"
"156","6.40625","6.40625","6.40625","6.21875","6.21875","6.21875","6.0625","6.0625","6.0625","7.40625","7.40625","7.40625","6.375","6.375","6.375","6.25","6.25","6.25","5.875","5.875","5.875","5.71875","5.71875","5.71875"
"157","6.46875","6.46875","6.46875","6.28125","6.28125","6.28125","6.09375","6.09375","6.09375","7.40625","7.40625","7.40625","6.40625","6.40625","6.40625","6.25","6.25","6.25","5.875","5.875","5.875","5.78125","5.78125","5.78125"
"158","6.4375","6.4375","6.4375","6.28125","6.28125","6.28125","6.0625","6.0625","6.0625","7.40625","7.40625","7.40625","6.34375","6.34375","6.34375","6.28125","6.28125","6.28125","5.8125","5.8125","5.8125","5.75","5.75","5.75"
"159","6.40625","6.40625","6.40625","6.3125","6.3125","6.3125","6.0625","6.0625","6.0625","7.34375","7.34375","7.34375","6.34375","6.34375","6.34375","6.1875","6.1875","6.1875","5.8125","5.8125","5.8125","5.71875","5.71875","5.71875"
"160","6.46875","6.46875","6.46875","6.25","6.25","6.25","6.09375","6.09375","6.09375","7.34375","7.34375","7.34375","6.34375","6.34375","6.34375","6.28125","6.28125","6.28125","5.8125","5.8125","5.8125","5.65625","5.65625","5.65625"
"161","6.40625","6.40625","6.40625","6.25","6.25","6.25","6.0625","6.0625","6.0625","7.34375","7.34375","7.34375","6.34375","6.34375","6.34375","6.1875","6.1875","6.1875","5.75","5.75","5.75","5.65625","5.65625","5.65625"
"162","6.40625","6.40625","6.40625","6.25","6.25","6.25","6.0625","6.0625","6.0625","7.34375","7.34375","7.34375","6.34375","6.34375","6.34375","6.1875","6.1875","6.1875","5.75","5.75","5.75","5.65625","5.65625","5.65625"
"163","6.40625","6.40625","6.40625","6.21875","6.21875","6.21875","6.0625","6.0625","6.0625","7.34375","7.34375","7.34375","6.40625","6.40625","6.40625","6.1875","6.1875","6.1875","5.71875","5.71875","5.71875","5.625","5.625","5.625"
"164","6.40625","6.40625","6.40625","6.1875","6.1875","6.1875","6","6","6","7.34375","7.34375","7.34375","6.34375","6.34375","6.34375","6.15625","6.15625","6.15625","5.71875","5.71875","5.71875","5.65625","5.65625","5.65625"
"165","6.34375","6.34375","6.34375","6.21875","6.21875","6.21875","6","6","6","7.34375","7.34375","7.34375","6.34375","6.34375","6.34375","6.125","6.125","6.125","5.6875","5.6875","5.6875","5.65625","5.65625","5.65625"
"166","6.375","6.375","6.375","6.1875","6.1875","6.1875","6","6","6","7.34375","7.34375","7.34375","6.3125","6.3125","6.3125","6.1875","6.1875","6.1875","5.6875","5.6875","5.6875","5.625","5.625","5.625"
"167","6.34375","6.34375","6.34375","6.125","6.125","6.125","6","6","6","7.4375","7.4375","7.4375","6.3125","6.3125","6.3125","6.125","6.125","6.125","5.6875","5.6875","5.6875","5.59375","5.59375","5.59375"
"168","6.34375","6.34375","6.34375","6.125","6.125","6.125","6","6","6","7.34375","7.34375","7.34375","6.28125","6.28125","6.28125","6.125","6.125","6.125","5.6875","5.6875","5.6875","5.59375","5.59375","5.59375"
"169","6.34375","6.34375","6.34375","6.15625","6.15625","6.15625","6","6","6","7.34375","7.34375","7.34375","6.25","6.25","6.25","6.125","6.125","6.125","5.65625","5.65625","5.65625","5.5625","5.5625","5.5625"
"170","6.34375","6.34375","6.34375","6.15625","6.15625","6.15625","5.9375","5.9375","5.9375","7.34375","7.34375","7.34375","6.28125","6.28125","6.28125","6.09375","6.09375","6.09375","5.65625","5.65625","5.65625","5.53125","5.53125","5.53125"
"171","6.3125","6.3125","6.3125","6.125","6.125","6.125","5.9375","5.9375","5.9375","7.28125","7.28125","7.28125","6.25","6.25","6.25","6.09375","6.09375","6.09375","5.65625","5.65625","5.65625","5.53125","5.53125","5.53125"
"172","6.34375","6.34375","6.34375","6.125","6.125","6.125","5.9375","5.9375","5.9375","7.3125","7.3125","7.3125","6.25","6.25","6.25","6.125","6.125","6.125","5.65625","5.65625","5.65625","5.5625","5.5625","5.5625"
"173","6.34375","6.34375","6.34375","6.125","6.125","6.125","5.96875","5.96875","5.96875","7.3125","7.3125","7.3125","6.28125","6.28125","6.28125","6.125","6.125","6.125","5.65625","5.65625","5.65625","5.53125","5.53125","5.53125"
"174","6.34375","6.34375","6.34375","6.125","6.125","6.125","5.9375","5.9375","5.9375","7.3125","7.3125","7.3125","6.1875","6.1875","6.1875","6.0625","6.0625","6.0625","5.625","5.625","5.625","5.5625","5.5625","5.5625"
"175","6.3125","6.3125","6.3125","6.09375","6.09375","6.09375","5.9375","5.9375","5.9375","7.28125","7.28125","7.28125","6.21875","6.21875","6.21875","6.0625","6.0625","6.0625","5.59375","5.59375","5.59375","5.5625","5.5625","5.5625"
"176","6.3125","6.3125","6.3125","6.0625","6.0625","6.0625","5.90625","5.90625","5.90625","7.25","7.25","7.25","6.1875","6.1875","6.1875","6.0625","6.0625","6.0625","5.59375","5.59375","5.59375","5.5","5.5","5.5"
"177","6.3125","6.3125","6.3125","6.09375","6.09375","6.09375","5.90625","5.90625","5.90625","7.28125","7.28125","7.28125","6.1875","6.1875","6.1875","6.0625","6.0625","6.0625","5.5625","5.5625","5.5625","5.5","5.5","5.5"
"178","6.25","6.25","6.25","6.0625","6.0625","6.0625","5.875","5.875","5.875","7.34375","7.34375","7.34375","6.15625","6.15625","6.15625","6.03125","6.03125","6.03125","5.53125","5.53125","5.53125","5.5","5.5","5.5"
"179","6.28125","6.28125","6.28125","6.09375","6.09375","6.09375","5.875","5.875","5.875","7.28125","7.28125","7.28125","6.21875","6.21875","6.21875","6.03125","6.03125","6.03125","5.53125","5.53125","5.53125","5.46875","5.46875","5.46875"
"180","6.25","6.25","6.25","6.0625","6.0625","6.0625","5.84375","5.84375","5.84375","7.28125","7.28125","7.28125","6.1875","6.1875","6.1875","6","6","6","5.5","5.5","5.5","5.40625","5.40625","5.40625"
"181","6.1875","6.1875","6.1875","6.0625","6.0625","6.0625","5.9375","5.9375","5.9375","7.375","7.375","7.375","6.1875","6.1875","6.1875","6.03125","6.03125","6.03125","5.5","5.5","5.5","5.46875","5.46875","5.46875"
"182","6.1875","6.1875","6.1875","6.0625","6.0625","6.0625","6","6","6","7.34375","7.34375","7.34375","6.125","6.125","6.125","6","6","6","5.5","5.5","5.5","5.46875","5.46875","5.46875"
"183","6.1875","6.1875","6.1875","6.03125","6.03125","6.03125","6","6","6","7.34375","7.34375","7.34375","6.125","6.125","6.125","6","6","6","5.5","5.5","5.5","5.40625","5.40625","5.40625"
"184","6.21875","6.21875","6.21875","6","6","6","5.90625","5.90625","5.90625","7.28125","7.28125","7.28125","6.125","6.125","6.125","6","6","6","5.46875","5.46875","5.46875","5.40625","5.40625","5.40625"
"185","6.21875","6.21875","6.21875","6","6","6","5.9375","5.9375","5.9375","7.3125","7.3125","7.3125","6.125","6.125","6.125","6","6","6","5.46875","5.46875","5.46875","5.40625","5.40625","5.40625"
"186","6.34375","6.34375","6.34375","6","6","6","5.9375","5.9375","5.9375","7.28125","7.28125","7.28125","6.125","6.125","6.125","6","6","6","5.53125","5.53125","5.53125","5.4375","5.4375","5.4375"
"187","6.25","6.25","6.25","6","6","6","5.90625","5.90625","5.90625","7.28125","7.28125","7.28125","6.125","6.125","6.125","5.96875","5.96875","5.96875","5.5","5.5","5.5","5.40625","5.40625","5.40625"
"188","6.28125","6.28125","6.28125","6","6","6","5.875","5.875","5.875","7.28125","7.28125","7.28125","6.0625","6.0625","6.0625","5.9375","5.9375","5.9375","5.5","5.5","5.5","5.34375","5.34375","5.34375"
"189","6.28125","6.28125","6.28125","6","6","6","5.875","5.875","5.875","7.28125","7.28125","7.28125","6.0625","6.0625","6.0625","5.9375","5.9375","5.9375","5.46875","5.46875","5.46875","5.375","5.375","5.375"
"190","6.25","6.25","6.25","6","6","6","5.875","5.875","5.875","7.25","7.25","7.25","6.0625","6.0625","6.0625","5.9375","5.9375","5.9375","5.46875","5.46875","5.46875","5.34375","5.34375","5.34375"
"191","6.25","6.25","6.25","5.96875","5.96875","5.96875","5.875","5.875","5.875","7.25","7.25","7.25","6.0625","6.0625","6.0625","5.9375","5.9375","5.9375","5.5","5.5","5.5","5.375","5.375","5.375"
"192","6.1875","6.1875","6.1875","5.9375","5.9375","5.9375","5.8125","5.8125","5.8125","7.1875","7.1875","7.1875","6.0625","6.0625","6.0625","5.9375","5.9375","5.9375","5.4375","5.4375","5.4375","5.34375","5.34375","5.34375"
"193","6.1875","6.1875","6.1875","5.96875","5.96875","5.96875","5.75","5.75","5.75","7.21875","7.21875","7.21875","6.0625","6.0625","6.0625","5.90625","5.90625","5.90625","5.40625","5.40625","5.40625","5.34375","5.34375","5.34375"
"194","6.1875","6.1875","6.1875","5.9375","5.9375","5.9375","5.78125","5.78125","5.78125","7.1875","7.1875","7.1875","6.0625","6.0625","6.0625","5.9375","5.9375","5.9375","5.40625","5.40625","5.40625","5.3125","5.3125","5.3125"
"195","6.1875","6.1875","6.1875","6","6","6","5.78125","5.78125","5.78125","7.21875","7.21875","7.21875","6.125","6.125","6.125","6","6","6","5.40625","5.40625","5.40625","5.34375","5.34375","5.34375"
"196","6.1875","6.1875","6.1875","5.96875","5.96875","5.96875","5.8125","5.8125","5.8125","7.21875","7.21875","7.21875","6.125","6.125","6.125","6","6","6","5.40625","5.40625","5.40625","5.34375","5.34375","5.34375"
"197","6.125","6.125","6.125","5.90625","5.90625","5.90625","5.78125","5.78125","5.78125","7.1875","7.1875","7.1875","6.09375","6.09375","6.09375","5.9375","5.9375","5.9375","5.375","5.375","5.375","5.3125","5.3125","5.3125"
"198","6.125","6.125","6.125","5.9375","5.9375","5.9375","5.75","5.75","5.75","7.1875","7.1875","7.1875","6.0625","6.0625","6.0625","5.9375","5.9375","5.9375","5.34375","5.34375","5.34375","5.3125","5.3125","5.3125"
"199","6.125","6.125","6.125","5.9375","5.9375","5.9375","5.75","5.75","5.75","7.1875","7.1875","7.1875","6.0625","6.0625","6.0625","5.9375","5.9375","5.9375","5.34375","5.34375","5.34375","5.3125","5.3125","5.3125"
"200","6.09375","6.09375","6.09375","5.9375","5.9375","5.9375","5.71875","5.71875","5.71875","7.1875","7.1875","7.1875","6.0625","6.0625","6.0625","5.9375","5.9375","5.9375","5.34375","5.34375","5.34375","5.3125","5.3125","5.3125"
"201","6.125","6.125","6.125","5.9375","5.9375","5.9375","5.71875","5.71875","5.71875","7.1875","7.1875","7.1875","6.0625","6.0625","6.0625","5.875","5.875","5.875","5.34375","5.34375","5.34375","5.25","5.25","5.25"
"202","6.0625","6.0625","6.0625","5.875","5.875","5.875","5.71875","5.71875","5.71875","7.1875","7.1875","7.1875","6.03125","6.03125","6.03125","5.875","5.875","5.875","5.34375","5.34375","5.34375","5.25","5.25","5.25"
"203","6.09375","6.09375","6.09375","5.9375","5.9375","5.9375","5.65625","5.65625","5.65625","7.1875","7.1875","7.1875","6","6","6","5.875","5.875","5.875","5.34375","5.34375","5.34375","5.28125","5.28125","5.28125"
"204","6.0625","6.0625","6.0625","5.875","5.875","5.875","5.65625","5.65625","5.65625","7.1875","7.1875","7.1875","6","6","6","5.875","5.875","5.875","5.3125","5.3125","5.3125","5.25","5.25","5.25"
"205","6.0625","6.0625","6.0625","5.90625","5.90625","5.90625","5.65625","5.65625","5.65625","7.15625","7.15625","7.15625","6","6","6","5.875","5.875","5.875","5.3125","5.3125","5.3125","5.28125","5.28125","5.28125"
"206","6.0625","6.0625","6.0625","5.875","5.875","5.875","5.65625","5.65625","5.65625","7.1875","7.1875","7.1875","6","6","6","5.875","5.875","5.875","5.25","5.25","5.25","5.25","5.25","5.25"
"207","6.0625","6.0625","6.0625","5.875","5.875","5.875","5.65625","5.65625","5.65625","7.125","7.125","7.125","5.9375","5.9375","5.9375","5.875","5.875","5.875","5.25","5.25","5.25","5.1875","5.1875","5.1875"
